file_name,embedding
10049_1.txt,[ 2.0686452 -1.7478181]
1004_4.txt,[-1.2108215  1.3208311]
10050_2.txt,[ 3.2975943 -2.909736 ]
10051_4.txt,[ 2.367442  -1.8985635]
10052_4.txt,[0.26659188 0.10736933]
10053_4.txt,[ 2.6191812 -2.2909205]
10054_1.txt,[ 2.4594915 -2.2810194]
10055_3.txt,[ 0.7482333 -0.5926859]
10056_2.txt,[0.32736123 0.02395897]
10057_1.txt,[ 2.6110013 -2.2414103]
10058_1.txt,[ 3.217573  -2.8007913]
10059_4.txt,[ 2.3945744 -1.9768848]
1005_3.txt,[-0.23986179  0.20235775]
10060_1.txt,[ 2.8906198 -2.5863233]
10061_4.txt,[ 3.2399142 -2.9296424]
10062_1.txt,[ 2.9298196 -2.5297487]
10063_1.txt,[ 2.3590326 -1.9737109]
10064_3.txt,[ 2.9026787 -2.5690424]
10065_2.txt,[ 2.7934504 -2.3024569]
10066_4.txt,[ 1.0092535  -0.69300675]
10067_3.txt,[ 0.8920777 -0.7323877]
10068_4.txt,[ 1.8652732 -1.425952 ]
10069_1.txt,[ 2.7864206 -2.2946084]
1006_1.txt,[ 2.634878  -2.2717474]
10070_3.txt,[0.3654944  0.01599625]
10071_1.txt,[ 0.5343535  -0.30678147]
10072_1.txt,[ 1.5605708 -1.264926 ]
10073_4.txt,[ 2.9408574 -2.5671709]
10074_2.txt,[ 2.0219538 -1.6719682]
10075_2.txt,[ 2.5870347 -2.0995054]
10076_4.txt,[ 0.35924324 -0.04866859]
10077_2.txt,[ 0.5524326  -0.21643475]
10078_1.txt,[ 2.9739254 -2.5911033]
10079_1.txt,[ 2.0730338 -1.7739886]
1007_1.txt,[ 2.9223282 -2.705653 ]
10080_2.txt,[ 2.287751  -2.0438817]
10081_1.txt,[ 3.3945122 -3.0480926]
10082_4.txt,[ 2.765017  -2.3177688]
10083_1.txt,[ 3.2513497 -2.9309747]
10084_4.txt,[ 1.2423756  -0.84459275]
10085_3.txt,[ 2.9202993 -2.5567243]
10086_2.txt,[ 3.1768353 -2.8089206]
10087_4.txt,[-2.5040848  2.5002456]
10088_1.txt,[ 2.9249187 -2.566629 ]
10089_1.txt,[ 3.1290693 -2.7608724]
1008_1.txt,[ 2.8016717 -2.4173732]
10090_1.txt,[ 2.808913 -2.48824 ]
10091_1.txt,[ 2.3287423 -1.971675 ]
10092_1.txt,[ 2.379443  -1.9420162]
10093_1.txt,[ 3.3937862 -3.0731854]
10094_1.txt,[ 3.2889893 -2.9024186]
10095_1.txt,[ 2.979989  -2.6152227]
10096_1.txt,[ 3.4473522 -3.1369765]
10097_1.txt,[ 2.7560987 -2.3423007]
10098_1.txt,[ 3.1992939 -2.745252 ]
10099_1.txt,[ 2.9658837 -2.5861192]
1009_4.txt,[ 2.0968597 -1.6906097]
100_3.txt,[0.07487565 0.13435161]
10100_1.txt,[ 2.7340093 -2.3521469]
10101_1.txt,[ 2.9821837 -2.648809 ]
10102_1.txt,[ 3.373449  -3.1046307]
10103_1.txt,[ 2.9822943 -2.477589 ]
10104_1.txt,[ 3.3908522 -3.104847 ]
10105_1.txt,[ 3.08023   -2.6391754]
10106_1.txt,[ 1.4970442 -1.0235292]
10107_1.txt,[ 2.5638907 -2.1538022]
10108_1.txt,[ 3.1290693 -2.7608724]
10109_1.txt,[ 3.0373263 -2.7373066]
1010_4.txt,[ 2.1093178 -1.7744197]
10110_1.txt,[ 3.4236193 -3.0548823]
10111_1.txt,[ 3.1652858 -2.902592 ]
10112_1.txt,[ 3.2750366 -2.8930542]
10113_1.txt,[ 2.8262362 -2.4432743]
10114_1.txt,[ 3.4697978 -3.1849315]
10115_1.txt,[ 1.6334167 -1.2423779]
10116_1.txt,[ 2.466387  -2.0696704]
10117_1.txt,[ 2.9701235 -2.5385787]
10118_4.txt,[-0.06893554  0.15734293]
10119_2.txt,[ 1.457456  -1.2343174]
1011_2.txt,[ 2.3569386 -2.0476592]
10120_4.txt,[ 2.3851206 -1.9961324]
10121_3.txt,[ 0.5980552 -0.3636006]
10122_4.txt,[ 1.1218785  -0.82341814]
10123_3.txt,[ 0.2865169  -0.04857421]
10124_1.txt,[ 2.734174  -2.4520795]
10125_1.txt,[ 1.316885  -1.0545722]
10126_2.txt,[ 1.8526483 -1.5162921]
10127_1.txt,[ 2.604181  -2.1780083]
10128_1.txt,[ 2.477848  -2.2367644]
10129_1.txt,[ 3.5903482 -3.2332764]
1012_2.txt,[ 1.8252395 -1.4572932]
10130_2.txt,[ 2.9069242 -2.5907044]
10131_1.txt,[ 3.237466  -2.9369123]
10132_2.txt,[ 2.363342 -2.047439]
10133_1.txt,[ 3.0798924 -2.648792 ]
10134_1.txt,[ 3.4075258 -3.1111753]
10135_2.txt,[ 2.3849695 -1.9340557]
10136_2.txt,[ 1.698491  -1.2445349]
10137_1.txt,[ 0.7040168 -0.5315207]
10138_3.txt,[0.1384092  0.23751694]
10139_4.txt,[ 2.2492702 -1.9624734]
1013_2.txt,[ 1.9985685 -1.662408 ]
10140_3.txt,[ 2.985824 -2.535282]
10141_2.txt,[ 1.5505214 -1.057408 ]
10142_2.txt,[ 3.25071   -2.8987527]
10143_1.txt,[ 3.27927   -2.9203532]
10144_2.txt,[ 2.7919836 -2.2869923]
10145_1.txt,[ 2.6437728 -2.2664855]
10146_1.txt,[ 3.4330418 -3.1699176]
10147_1.txt,[ 3.51455   -3.1547709]
10148_3.txt,[ 1.8109883 -1.4939382]
10149_1.txt,[ 2.2927608 -1.9899193]
1014_2.txt,[ 1.3991812 -1.1727802]
10150_3.txt,[ 0.71255636 -0.3684547 ]
10151_1.txt,[ 1.0584322  -0.63506424]
10152_1.txt,[ 2.5593288 -2.1055558]
10153_4.txt,[ 1.6926669 -1.3133086]
10154_1.txt,[ 3.406166 -2.923741]
10155_4.txt,[-0.4472333  0.7924815]
10156_1.txt,[ 1.654093  -1.2499586]
10157_4.txt,[-0.9975128  1.2131776]
10158_4.txt,[ 1.2741436  -0.94494456]
10159_3.txt,[ 2.0639737 -1.8344501]
1015_2.txt,[ 3.1759288 -2.8128304]
10160_4.txt,[-1.2849339  1.4112836]
10161_2.txt,[ 3.056788  -2.6579638]
10162_3.txt,[-1.6712168  1.7208861]
10163_4.txt,[-0.8833659  1.0886742]
10164_4.txt,[ 1.8767678 -1.5481057]
10165_3.txt,[ 1.1661963 -0.8887579]
10166_2.txt,[ 2.0569572 -1.783938 ]
10167_1.txt,[ 3.0683613 -2.6607916]
10168_2.txt,[ 1.7348921 -1.3612901]
10169_2.txt,[ 1.6595567 -1.3498324]
1016_4.txt,[ 1.7655674 -1.468064 ]
10170_2.txt,[ 2.9181187 -2.6063964]
10171_3.txt,[ 2.7512276 -2.3758566]
10172_1.txt,[ 1.735653  -1.3524387]
10173_1.txt,[ 3.1746366 -2.8479044]
10174_4.txt,[ 3.1887057 -2.8535538]
10175_3.txt,[ 0.39218512 -0.06727517]
10176_1.txt,[ 2.8885875 -2.5744812]
10177_1.txt,[ 3.5629694 -3.2167811]
10178_3.txt,[ 2.5683677 -2.2088745]
10179_1.txt,[ 3.2095191 -2.8342483]
1017_1.txt,[ 3.4639266 -3.0551822]
10180_1.txt,[ 3.2095191 -2.8342483]
10181_3.txt,[ 1.7432576 -1.4325318]
10182_3.txt,[ 2.5289614 -2.138936 ]
10183_1.txt,[ 3.2361617 -2.995459 ]
10184_1.txt,[-2.0369644  2.0803628]
10185_4.txt,[ 2.094885  -1.6576098]
10186_1.txt,[ 2.9932034 -2.6694086]
10187_3.txt,[ 3.2912111 -2.7937882]
10188_2.txt,[ 2.9110615 -2.5692368]
10189_4.txt,[ 2.9949338 -2.6089165]
1018_3.txt,[ 1.0883778  -0.90774757]
10190_1.txt,[ 1.2071961 -0.6709211]
10191_3.txt,[ 3.427886  -3.1212618]
10192_2.txt,[ 1.5080324 -1.1749153]
10193_1.txt,[ 1.2830431 -1.0815555]
10194_3.txt,[ 1.3536154 -1.1628526]
10195_1.txt,[ 3.205954 -2.768384]
10196_1.txt,[ 2.5884082 -2.19252  ]
10197_1.txt,[ 3.0863974 -2.7969062]
10198_4.txt,[ 2.5494602 -2.197844 ]
10199_4.txt,[ 3.2667449 -2.9417536]
1019_1.txt,[ 2.8813179 -2.4758623]
101_1.txt,[ 2.9108512 -2.5517828]
10200_4.txt,[ 2.0530798 -1.6612228]
10201_3.txt,[ 1.0750806 -0.7917568]
10202_3.txt,[ 1.8797419 -1.6276942]
10203_2.txt,[ 2.6760895 -2.2677345]
10204_2.txt,[ 2.5376663 -2.1222847]
10205_2.txt,[ 2.074584  -1.8350059]
10206_3.txt,[ 1.418209  -1.0719322]
10207_2.txt,[-1.7203878  1.8216311]
10208_3.txt,[ 2.3858793 -2.1289508]
10209_3.txt,[ 2.868677  -2.5525758]
1020_2.txt,[ 1.0867845  -0.80036825]
10210_3.txt,[ 1.5936899 -1.3173851]
10211_2.txt,[ 2.909458 -2.543906]
10212_1.txt,[ 2.2484448 -1.8091244]
10213_1.txt,[ 2.32861   -1.9701813]
10214_4.txt,[ 2.2652848 -1.8847601]
10215_2.txt,[ 3.0651698 -2.8763921]
10216_3.txt,[ 0.47196734 -0.30638272]
10217_1.txt,[ 3.2817128 -2.9474192]
10218_3.txt,[ 3.0621305 -2.6457703]
10219_2.txt,[ 2.9822652 -2.7074716]
1021_1.txt,[ 2.0681973 -1.643225 ]
10220_3.txt,[ 2.8457959 -2.5248783]
10221_3.txt,[-0.26704746  0.533164  ]
10222_4.txt,[ 3.3563528 -3.0469382]
10223_4.txt,[ 0.9067702 -0.6663392]
10224_4.txt,[0.15498394 0.0581328 ]
10225_3.txt,[ 1.2795824 -0.9502854]
10226_3.txt,[ 3.1963065 -2.8832662]
10227_1.txt,[ 2.4120734 -1.8912019]
10228_3.txt,[ 2.605194 -2.204025]
10229_3.txt,[ 2.941961  -2.5116262]
1022_1.txt,[ 1.9543166 -1.6778426]
10230_1.txt,[ 3.0061398 -2.6159854]
10231_1.txt,[ 2.8880208 -2.5278714]
10232_1.txt,[ 1.9923797 -1.6852561]
10233_1.txt,[ 3.0054324 -2.6999207]
10234_1.txt,[ 2.9685    -2.5091908]
10235_2.txt,[ 2.8053186 -2.3823   ]
10236_1.txt,[ 2.131868  -1.7837464]
10237_2.txt,[ 0.28630054 -0.01050427]
10238_4.txt,[ 2.5992315 -2.1949306]
10239_3.txt,[ 3.046106  -2.5819628]
1023_3.txt,[ 1.0011092 -0.7514503]
10240_1.txt,[ 2.1563678 -1.658979 ]
10241_1.txt,[ 3.1802714 -2.901317 ]
10242_3.txt,[ 1.8544643 -1.4694098]
10243_1.txt,[ 3.495416  -3.1775424]
10244_2.txt,[ 1.060485   -0.87119305]
10245_3.txt,[ 3.3679402 -3.01039  ]
10246_2.txt,[ 2.5535338 -2.1489227]
10247_2.txt,[ 3.3265119 -3.0059881]
10248_1.txt,[ 2.3115985 -2.0493705]
10249_1.txt,[ 3.0515842 -2.6452901]
1024_1.txt,[ 2.8821034 -2.5801976]
10250_3.txt,[ 3.074033 -2.783405]
10251_3.txt,[ 2.3101676 -1.8740779]
10252_3.txt,[ 1.9159698 -1.624431 ]
10253_1.txt,[ 1.4909219 -1.2957193]
10254_1.txt,[ 3.0385978 -2.7419655]
10255_1.txt,[ 3.0971644 -2.702543 ]
10256_3.txt,[ 2.497378  -2.1061625]
10257_1.txt,[ 3.1039975 -2.71002  ]
10258_4.txt,[-0.7380283  1.0270785]
10259_1.txt,[ 2.9240735 -2.5144827]
1025_2.txt,[ 3.34811   -3.0159023]
10260_1.txt,[ 3.1454022 -2.790211 ]
10261_1.txt,[ 2.9117897 -2.386872 ]
10262_1.txt,[ 2.2767937 -1.9628655]
10263_4.txt,[ 3.282132 -2.89225 ]
10264_4.txt,[ 0.61543715 -0.25184214]
10265_2.txt,[ 3.5012414 -3.0870335]
10266_1.txt,[ 2.1279294 -1.6686994]
10267_1.txt,[ 3.3940654 -3.0079358]
10268_1.txt,[ 3.5308988 -3.1598089]
10269_1.txt,[ 3.041989  -2.6472614]
1026_3.txt,[ 2.8019602 -2.3893414]
10270_1.txt,[ 2.5463016 -2.2131188]
10271_1.txt,[ 3.1497104 -2.7515066]
10272_1.txt,[ 2.4587574 -2.0856705]
10273_2.txt,[ 3.2962897 -2.9220576]
10274_4.txt,[ 1.9027222 -1.5352209]
10275_3.txt,[ 1.4273125 -1.1529765]
10276_1.txt,[ 2.6068268 -2.2467396]
10277_1.txt,[ 3.3131893 -2.9939551]
10278_1.txt,[ 3.120198  -2.7250228]
10279_3.txt,[ 0.57790065 -0.28948307]
1027_1.txt,[ 3.3941705 -3.1489127]
10280_3.txt,[ 3.3880813 -3.0162117]
10281_1.txt,[ 3.255295 -2.932216]
10282_2.txt,[ 3.3228421 -2.9301145]
10283_1.txt,[ 2.681115 -2.2713  ]
10284_3.txt,[ 2.5988686 -2.3337505]
10285_3.txt,[ 2.8521307 -2.4613867]
10286_1.txt,[ 2.986626  -2.5818489]
10287_4.txt,[ 1.5874825 -1.1889282]
10288_1.txt,[ 2.8140516 -2.5358837]
10289_1.txt,[ 3.1407087 -2.8984215]
1028_3.txt,[-1.4276502  1.4202803]
10290_1.txt,[ 2.1724584 -1.7704597]
10291_4.txt,[ 2.4502175 -2.0015728]
10292_3.txt,[ 1.028366   -0.86335635]
10293_4.txt,[ 2.038561  -1.7047789]
10294_1.txt,[ 1.8344754 -1.6763207]
10295_1.txt,[ 1.849614  -1.4887697]
10296_1.txt,[ 1.8215001 -1.5897766]
10297_3.txt,[ 1.174394   -0.86328965]
10298_4.txt,[ 2.5777524 -2.1675825]
10299_4.txt,[ 1.5346178 -1.2074031]
1029_3.txt,[ 1.6537927 -1.4074391]
102_1.txt,[ 3.365183  -2.9923112]
10300_3.txt,[ 3.3730142 -2.9809334]
10301_4.txt,[-1.3615738  1.4392258]
10302_1.txt,[ 2.2868059 -2.012765 ]
10303_1.txt,[ 0.9541805  -0.69720656]
10304_1.txt,[ 2.7729433 -2.4842925]
10305_4.txt,[ 2.6161802 -2.2371008]
10306_4.txt,[ 2.0961065 -1.7234387]
10307_2.txt,[ 2.2836177 -1.862188 ]
10308_1.txt,[ 3.1081579 -2.700166 ]
10309_3.txt,[ 2.877305 -2.571112]
1030_2.txt,[ 1.5664519 -1.2879456]
10310_2.txt,[ 1.1134156 -0.7589792]
10311_3.txt,[ 1.9898934 -1.6982244]
10312_4.txt,[ 1.6770047 -1.3196377]
10313_4.txt,[ 2.8673778 -2.4778373]
10314_4.txt,[ 1.5344962 -1.2099771]
10315_2.txt,[ 3.2542832 -2.8269064]
10316_3.txt,[-0.16468155  0.34323326]
10317_1.txt,[ 2.0306978 -1.640831 ]
10318_2.txt,[ 3.3481696 -3.0026734]
10319_1.txt,[ 2.6858802 -2.3425722]
1031_2.txt,[ 1.3726281 -1.0775877]
10320_2.txt,[ 1.2535448 -1.0511903]
10321_2.txt,[ 3.0635004 -2.7383268]
10322_2.txt,[ 1.6637951 -1.4246423]
10323_1.txt,[ 3.0792677 -2.7072365]
10324_2.txt,[ 3.3639054 -2.969859 ]
10325_1.txt,[ 3.0449536 -2.7659457]
10326_1.txt,[ 2.1499054 -1.8118128]
10327_1.txt,[ 2.6645067 -2.3606703]
10328_4.txt,[ 2.3720205 -2.0006285]
10329_1.txt,[ 2.7525165 -2.4185817]
1032_1.txt,[ 2.8946307 -2.4371793]
10330_1.txt,[ 3.127868  -2.7166708]
10331_2.txt,[ 2.8546207 -2.512949 ]
10332_1.txt,[ 2.6530688 -2.251066 ]
10333_1.txt,[ 2.5043554 -2.1563916]
10334_3.txt,[ 3.3113549 -2.9579227]
10335_3.txt,[ 0.80678874 -0.55895084]
10336_4.txt,[ 3.3577418 -2.9872937]
10337_3.txt,[ 3.0841172 -2.7031677]
10338_2.txt,[ 3.1429899 -2.635299 ]
10339_2.txt,[ 2.5048263 -2.0449123]
1033_4.txt,[ 1.1641611  -0.94771063]
10340_1.txt,[ 3.415385  -3.0537207]
10341_1.txt,[ 3.1569717 -2.898956 ]
10342_2.txt,[ 1.6023607 -1.4304334]
10343_3.txt,[-1.2063512  1.3141692]
10344_4.txt,[ 1.3837609 -1.1355671]
10345_4.txt,[-0.19516529  0.4901583 ]
10346_4.txt,[ 2.5329137 -2.1956782]
10347_4.txt,[-1.1369177  1.4395591]
10348_1.txt,[ 2.0851376 -1.7209183]
10349_4.txt,[ 1.7602499 -1.4259586]
1034_2.txt,[ 2.9103215 -2.4932113]
10350_1.txt,[ 2.715968 -2.318597]
10351_1.txt,[ 3.3367012 -2.9065154]
10352_4.txt,[ 2.1376498 -1.7478524]
10353_3.txt,[ 2.1574254 -1.8722525]
10354_4.txt,[ 2.7915761 -2.422684 ]
10355_1.txt,[ 2.083585  -1.7786945]
10356_2.txt,[ 2.2848284 -1.9104521]
10357_1.txt,[ 2.6064668 -2.2797284]
10358_1.txt,[ 3.3979447 -2.9647317]
10359_1.txt,[ 2.3023732 -1.9756856]
1035_1.txt,[ 2.9707763 -2.6369956]
10360_3.txt,[ 3.0673404 -2.687341 ]
10361_1.txt,[ 3.0625298 -2.797387 ]
10362_1.txt,[ 2.7434123 -2.4140623]
10363_2.txt,[ 1.9443476 -1.5639437]
10364_4.txt,[ 2.281926  -2.0683825]
10365_1.txt,[ 3.3915212 -3.0634894]
10366_1.txt,[ 3.089793 -2.772939]
10367_4.txt,[ 3.1963928 -2.7521303]
10368_1.txt,[ 3.5917084 -3.267941 ]
10369_1.txt,[ 3.4664235 -3.141765 ]
1036_3.txt,[ 2.418576  -2.1084874]
10370_4.txt,[ 2.848091  -2.5234919]
10371_3.txt,[ 1.3377614 -1.0745767]
10372_3.txt,[ 2.3433182 -1.931989 ]
10373_3.txt,[ 2.604208 -2.165669]
10374_1.txt,[ 2.5221286 -2.1030428]
10375_1.txt,[ 3.1091926 -2.759079 ]
10376_1.txt,[ 2.0354812 -1.6039876]
10377_1.txt,[ 2.3123276 -1.817772 ]
10378_2.txt,[ 3.1895173 -2.7739208]
10379_2.txt,[ 2.7561786 -2.3342607]
1037_1.txt,[ 3.1456459 -2.728233 ]
10380_4.txt,[ 1.0515012 -0.6706743]
10381_4.txt,[ 3.4008741 -3.0527294]
10382_4.txt,[ 1.7624382 -1.4077249]
10383_2.txt,[-1.0443482  1.2888724]
10384_4.txt,[ 0.50947803 -0.27840248]
10385_3.txt,[ 1.8742158 -1.5536311]
10386_4.txt,[ 2.9191778 -2.6495552]
10387_1.txt,[ 2.7646723 -2.3654544]
10388_4.txt,[ 1.8327564 -1.3548423]
10389_4.txt,[ 2.1812415 -1.7626982]
1038_2.txt,[ 2.2825425 -1.8682905]
10390_2.txt,[ 1.8082751 -1.3893269]
10391_3.txt,[ 2.2807188 -1.8736043]
10392_3.txt,[ 2.3508847 -1.943838 ]
10393_4.txt,[ 1.1642908  -0.99554104]
10394_3.txt,[ 2.6710665 -2.2299569]
10395_2.txt,[ 2.823789  -2.5172145]
10396_1.txt,[ 2.4897616 -2.2010188]
10397_2.txt,[ 1.6136243 -1.3948512]
10398_3.txt,[ 2.8986657 -2.5120814]
10399_4.txt,[0.20128754 0.06414067]
1039_1.txt,[ 3.4444044 -3.1000807]
103_1.txt,[ 3.0189793 -2.564547 ]
10400_1.txt,[ 2.8435163 -2.3684373]
10401_2.txt,[ 2.5578113 -2.1310318]
10402_1.txt,[ 2.0165346 -1.6375281]
10403_2.txt,[ 3.3467906 -2.98513  ]
10404_4.txt,[ 3.2737634 -2.8515713]
10405_4.txt,[ 1.0351276  -0.68464494]
10406_3.txt,[ 2.0675714 -1.7478455]
10407_4.txt,[ 3.1473882 -2.7609076]
10408_1.txt,[ 2.6841471 -2.2918038]
10409_2.txt,[ 2.812166  -2.3303134]
1040_1.txt,[ 3.4183633 -3.0185473]
10410_1.txt,[ 2.4906437 -2.2203808]
10411_2.txt,[ 1.2148101 -0.9271912]
10412_1.txt,[0.05409401 0.14295182]
10413_1.txt,[ 2.7749345 -2.4488647]
10414_3.txt,[ 2.3066695 -1.8311342]
10415_2.txt,[ 3.325537  -2.9545722]
10416_2.txt,[ 3.1925938 -2.886863 ]
10417_1.txt,[ 1.82165  -1.581659]
10418_1.txt,[ 1.9782536 -1.6734971]
10419_1.txt,[ 2.444914  -1.9253693]
1041_1.txt,[ 2.0403984 -1.6605028]
10420_2.txt,[ 2.7964509 -2.3654592]
10421_2.txt,[ 1.2452822 -1.0149289]
10422_1.txt,[ 2.1146681 -1.7081887]
10423_1.txt,[ 1.3063977 -0.937864 ]
10424_2.txt,[ 1.2413485 -1.0135671]
10425_3.txt,[ 1.516549  -1.2076744]
10426_1.txt,[ 3.4610527 -3.1094382]
10427_4.txt,[ 2.2808256 -1.8247858]
10428_4.txt,[ 1.8467411 -1.6378108]
10429_1.txt,[ 1.2223562  -0.91017896]
1042_1.txt,[ 2.44231   -2.0430777]
10430_3.txt,[ 1.561504  -1.1981605]
10431_1.txt,[ 2.8839767 -2.5296867]
10432_2.txt,[ 2.9763224 -2.6754737]
10433_4.txt,[-0.6838248   0.83490914]
10434_3.txt,[ 1.7141098 -1.4078466]
10435_2.txt,[ 2.6926482 -2.282429 ]
10436_4.txt,[-1.1997694  1.5150131]
10437_4.txt,[ 0.37296137 -0.17509297]
10438_4.txt,[ 2.1475754 -1.7455503]
10439_1.txt,[ 3.3968694 -3.084619 ]
1043_3.txt,[ 3.3129132 -2.9604142]
10440_1.txt,[ 3.2366993 -2.8600562]
10441_1.txt,[ 2.7758272 -2.4408627]
10442_2.txt,[ 3.3184783 -2.9060438]
10443_3.txt,[ 2.4951048 -2.1537945]
10444_1.txt,[ 3.202629  -2.8409991]
10445_1.txt,[ 2.7670124 -2.391463 ]
10446_2.txt,[ 0.8586729 -0.5387939]
10447_1.txt,[ 3.4131103 -3.0595343]
10448_1.txt,[ 2.8404462 -2.4035435]
10449_4.txt,[-0.41937193  0.63821757]
1044_4.txt,[-1.0683316  1.1997029]
10450_1.txt,[ 3.238664  -2.7962906]
10451_1.txt,[ 2.699402  -2.3086083]
10452_1.txt,[ 1.6028265 -1.3182139]
10453_1.txt,[ 0.5514095  -0.19293913]
10454_1.txt,[ 2.9105482 -2.4949777]
10455_1.txt,[ 2.3510892 -1.9681886]
10456_1.txt,[ 2.9624767 -2.5498211]
10457_3.txt,[-0.28802744  0.53266996]
10458_2.txt,[ 3.1185822 -2.6957326]
10459_2.txt,[ 3.2014353 -2.857733 ]
1045_2.txt,[ 3.0818574 -2.7625554]
10460_3.txt,[ 2.5628726 -2.1981075]
10461_1.txt,[ 2.8640525 -2.5254486]
10462_4.txt,[ 2.607981  -2.1588886]
10463_1.txt,[ 2.0215394 -1.6976192]
10464_1.txt,[ 2.6010716 -2.2142332]
10465_2.txt,[ 2.493556  -2.1600924]
10466_2.txt,[ 2.7731798 -2.244871 ]
10467_1.txt,[ 2.9158242 -2.3799074]
10468_1.txt,[ 3.558338 -3.230209]
10469_1.txt,[ 3.138646  -2.7042658]
1046_2.txt,[ 1.1488036 -0.8760743]
10470_1.txt,[ 2.8995311 -2.5360985]
10471_2.txt,[ 2.5349813 -2.1048634]
10472_1.txt,[ 3.5297673 -3.250589 ]
10473_3.txt,[ 3.407369 -2.993037]
10474_3.txt,[ 2.8286376 -2.4705107]
10475_1.txt,[ 2.811779 -2.310077]
10476_1.txt,[ 2.7486753 -2.3800867]
10477_1.txt,[ 2.131612  -1.7583607]
10478_3.txt,[ 2.767117  -2.4565697]
10479_2.txt,[ 1.7182783 -1.433869 ]
1047_2.txt,[ 0.91410697 -0.7619986 ]
10480_2.txt,[ 3.0208304 -2.6213405]
10481_2.txt,[ 3.1056402 -2.667276 ]
10482_1.txt,[ 3.5261683 -3.2501771]
10483_4.txt,[ 2.9446194 -2.5409405]
10484_2.txt,[ 3.3143046 -3.0396779]
10485_1.txt,[ 3.2173622 -2.7529624]
10486_3.txt,[ 1.4977173 -1.2654926]
10487_2.txt,[ 1.5702299 -1.349837 ]
10488_1.txt,[ 3.3567922 -2.9327064]
10489_4.txt,[0.12028526 0.18254259]
1048_4.txt,[-0.19342929  0.54332906]
10490_1.txt,[ 0.99372584 -0.8226079 ]
10491_1.txt,[-0.47857726  0.7426474 ]
10492_1.txt,[ 1.5436436 -1.2705355]
10493_4.txt,[ 2.5451329 -2.153383 ]
10494_1.txt,[ 2.7446847 -2.319699 ]
10495_1.txt,[ 2.5126722 -2.0757961]
10496_4.txt,[ 1.6613764 -1.359553 ]
10497_4.txt,[ 1.131414 -0.769573]
10498_3.txt,[ 2.5525472 -2.1039507]
10499_1.txt,[ 2.9013846 -2.4077609]
1049_3.txt,[ 1.8884252 -1.6712881]
104_3.txt,[ 2.0579846 -1.5640438]
10500_4.txt,[ 1.8698725 -1.4651328]
10501_4.txt,[ 1.3973318 -1.0852786]
10502_4.txt,[ 2.7579446 -2.3698308]
10503_1.txt,[ 1.4478965 -1.0830402]
10504_1.txt,[ 3.2580094 -2.8512962]
10505_2.txt,[ 3.2429907 -2.8959844]
10506_1.txt,[ 1.4635581 -1.2015227]
10507_1.txt,[ 2.4699147 -2.0800683]
